default_flag,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,discoverymethod_encoded,soltype_encoded,disc_facility_encoded,st_metratio_encoded,pl_rade_st_ratio,st_density_est,pl_density_est,pl_eq_temp,vmag_minus_kmag,vmag_minus_gaiamag,pl_orbper_uncertainty,pl_rade_uncertainty,st_teff_uncertainty,st_rad_uncertainty,st_mass_uncertainty,sy_dist_uncertainty,sy_vmag_uncertainty,sy_kmag_uncertainty,sy_gaiamag_uncertainty
1,1,0,0,11.114394,14.268843937306421,-9.196982863426268,0.0,8.452526263603803,2.8673039017688025,-2.7908881804387184,0.0003169572107765452,0.7544661086053883,0.25681901184192196,-0.24880599625696379,0.0003169572107765452,0,5904.69,100.95,-101.05,0.0,2.44643,0.162579,-0.08324,0.0,1.07,0.145026,-0.116926,0.0,-0.657,0.031,-0.031,0.0,3.69039,0.080238,-0.063234,0.0,135.6982706,12.4332847,870.321,26.909,-25.37,12.595,0.057,-0.057,11.025,0.017,-0.017,12.4028,0.000351,-0.000351,2,0,3,1,3.4550452142934,0.0730777885481008,0.001249338573167173,1411.1327164347545,1.5700000000000003,0.19220000000000148,23.46582680073269,5.6581920822075205,202.0,0.245819,0.26195199999999996,52.278999999999996,0.114,0.034,0.000702
1,1,1,0,0.813143,7.7e-05,-7.7e-05,0.0,1.1,0.09,-0.06,0.0,0.0981356,0.00802928,-0.00535285,0.0,0,4460.0,50.0,-50.0,0.0,0.62,0.02,-0.02,0.0,0.872730294033413,0.113325542503864,-0.090687077002584,0.0,-0.33,0.08,-0.08,0.0,4.7,0.1,-0.1,0.0,182.699673,-6.2943552,150.21,1.085,-1.069,13.4,0.114,-0.114,10.391,0.023,-0.023,12.9484,0.000586,-0.000586,2,1,3,0,1.774193548387097,3.661887373843665,0.07373072877535686,1327.2680501617376,3.0090000000000003,0.4516000000000009,0.000154,0.15,100.0,0.04,0.204012619506448,2.154,0.228,0.046,0.001172
1,1,1,0,12.42205,0.0018,-0.00182,0.0,2.26,0.17,-0.11,0.0,0.2016237,0.01516638,-0.00981354,0.0,0,5425.0,44.0,-44.0,0.0,0.83,0.01,-0.01,0.0,0.9,0.02,-0.03,0.0,-0.07,0.06,-0.06,0.0,4.56,0.01,-0.02,0.0,180.5408896,-3.5809053,170.998,1.424,-1.402,11.995,0.029,-0.029,9.978,0.021,-0.021,11.6397,0.000616,-0.000616,2,1,3,0,2.72289156626506,1.5740127005335904,0.01746691725050368,748.9696177094912,2.0169999999999995,0.3552999999999997,0.00362,0.28,88.0,0.02,0.05,2.8259999999999996,0.058,0.042,0.001232
1,1,1,0,13.115365,0.000443,-0.000609,0.0,2.53,0.084,-0.083,0.0,0.22571187,0.00749399,-0.00740478,0.0,0,3748.0,138.0,-138.0,0.0,0.552,0.016,-0.016,0.0,0.552,0.015,-0.015,0.0,0.005,0.235,-0.235,0.0,4.695,0.027,-0.027,0.0,160.3249517,12.1911149,121.63,0.5795,-0.5795,14.622,0.137,-0.137,10.75,0.02,-0.02,13.8429,0.000414,-0.000414,2,1,3,0,4.583333333333333,3.2818735559756345,0.013937755294663668,449.58940576780526,3.872,0.7790999999999997,0.001052,0.167,276.0,0.032,0.03,1.159,0.274,0.04,0.000828
0,1,1,0,6.569213,1.9e-05,-2e-05,0.0,13.04635343,1.79705788,-1.03495616,0.0,1.16391769,0.16032277,-0.0923326,0.0,0,5637.0,50.0,-50.0,0.0,1.047599,0.144209,-0.083013,0.0,1.017113,0.036492,-0.034383,0.0,0.29,0.08,-0.08,0.0,4.33,0.1,-0.1,0.0,188.1373172,-9.6076115,347.917,8.287,-7.917,12.727,0.092,-0.092,10.995,0.021,-0.021,12.4814,0.000166,-0.000166,2,1,3,0,12.453575681152808,0.8846754580842731,0.0005241491071679511,1059.3590430726913,1.732000000000001,0.2455999999999996,3.9e-05,2.83201404,100.0,0.227222,0.070875,16.204,0.184,0.042,0.000332
1,1,3,0,7.6188,0.00087,-0.00087,0.0,2.02,0.24,-0.24,0.0,0.18021233,0.02141137,-0.02141137,0.0,0,4742.0,60.0,-60.0,0.0,0.66,0.03,-0.03,0.0,0.68,0.03,-0.03,0.0,-0.33,0.04,-0.04,0.0,4.51,0.1,-0.1,0.0,175.0972238,4.5574311,334.967,4.1785,-4.1785,14.668,0.137,-0.137,12.087,0.023,-0.023,14.3234,0.000359,-0.000359,2,1,3,0,3.0606060606060606,2.3652502991345967,0.021864039004135683,719.9739152256246,2.5809999999999995,0.3445999999999998,0.00174,0.48,120.0,0.06,0.06,8.357,0.274,0.046,0.000718
1,1,2,0,6.67932,0.00021,-0.00021,0.0,2.31,0.14,-0.05,0.0,0.20608475,0.01248998,-0.00446071,0.0,0,5442.0,100.0,-100.0,0.0,0.879,0.034,-0.034,0.0,0.85,0.03,-0.03,0.0,-0.1,0.047,-0.047,0.0,4.51,0.085,-0.085,0.0,203.6214411,-15.0365158,242.113,1.94,-1.91,12.398,0.033,-0.033,10.589,0.021,-0.021,12.2538,0.000208,-0.000208,2,1,3,0,2.627986348122867,1.2515618037290208,0.0167189853055935,959.9221028827749,1.8089999999999993,0.14419999999999966,0.00042,0.19,200.0,0.068,0.06,3.8499999999999996,0.066,0.042,0.000416
1,1,1,0,0.762406,0.00015,-0.00015,0.0,0.99,0.1,-0.1,0.0,0.08832204,0.00892142,-0.00892142,0.0,0,5620.0,31.0,-31.0,0.0,0.89,0.09,-0.09,0.0,0.872730294033413,0.113325542503864,-0.090687077002584,0.0,0.28,0.03,-0.03,0.0,4.5,0.08,-0.08,0.0,16.7615005,6.588798,624.512,14.947,-14.947,13.991,0.092,-0.092,12.168,0.026,-0.026,13.7756,0.000365,-0.000365,2,1,3,0,1.1123595505617978,1.2379697462348171,0.0910255910806875,2047.321889060506,1.8230000000000004,0.21539999999999893,0.0003,0.2,62.0,0.18,0.204012619506448,29.894,0.184,0.052,0.00073
0,1,3,0,3.6480957,6.33e-05,-6.21e-05,0.0,1.241,0.024,-0.026,0.0,0.1107146,0.00214114,-0.00231956,0.0,0,4340.0,40.0,-53.0,0.0,0.602,0.005,-0.004,0.0,0.606,0.02,-0.014,0.0,-0.26,0.09,-0.09,0.0,4.66,0.015,-0.01,0.0,351.7717763,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,2,1,3,1,2.061461794019934,2.7776860031137223,0.05792813556614624,820.0066696825962,3.1769999999999996,0.5322699999999987,0.0001254,0.05,93.0,0.009000000000000001,0.034,0.1084,0.06,0.048,0.000822
0,1,1,0,14.460563,0.003663,-0.004694,0.0,1.75532562,0.30670748,-0.19116609,0.0,0.16,0.03,-0.02,0.0,0,5838.0,50.0,-50.0,0.0,1.065474,0.143717,-0.086666,0.0,0.872730294033413,0.113325542503864,-0.090687077002584,0.0,0.03,0.08,-0.08,0.0,4.32,0.1,-0.1,0.0,130.5013137,20.3593003,696.1,22.17,-20.865,13.164,0.114,-0.114,11.557,0.018,-0.018,12.9572,0.000247,-0.000247,2,0,3,0,1.647459834777761,0.7215251639364081,0.029583319755731426,872.5507528390544,1.6069999999999993,0.20679999999999943,0.008357,0.49787357,100.0,0.230383,0.204012619506448,43.035,0.228,0.036,0.000494
0,2,1,0,3.2589263,1.5e-06,-1.5e-06,0.0,11.209,0.795839,-0.751003,0.0,1.0,0.071,-0.067,0.0,0,5222.0,40.0,-40.0,0.0,0.748,0.045,-0.042,0.0,0.864,0.041,-0.039,0.0,0.0,0.05,-0.05,0.0,4.626,0.046,-0.047,0.0,62.670422,24.4016558,178.475,1.32,-1.301,12.532,0.103,-0.103,10.062,0.034,-0.034,12.2008,0.000375,-0.000375,2,1,3,0,14.985294117647058,2.0644717712540808,0.0007100671030073429,1076.4010619193393,2.4700000000000006,0.3312000000000008,3e-06,1.5468419999999998,80.0,0.087,0.08,2.621,0.206,0.068,0.00075
0,1,2,0,4.01593,0.0005,-0.0005,0.0,1.90553,0.33627,-0.33627,0.0,0.17,0.03,-0.03,0.0,0,5757.0,60.0,-60.0,0.0,1.38,0.21,-0.21,0.0,2.24,1.67,-1.67,0.0,0.28,0.09762811559301626,-0.09813744732089102,0.0,4.35,0.08,-0.08,0.0,240.0333095,-23.1894196,192.69,2.669,-2.597,11.344,0.023,-0.023,9.47,0.021,-0.021,11.184,0.001015,-0.001015,2,1,3,0,1.3808188405797102,0.8523358568562812,0.02456979595181117,1282.7124581200035,1.8739999999999988,0.16000000000000014,0.001,0.67254,120.0,0.42,3.34,5.266,0.046,0.042,0.00203
0,1,2,0,3.225423,6.7e-05,-7.1e-05,0.0,1.88203097,0.18696916,-0.08818453,0.0,0.16790356,0.01668027,-0.0078673,0.0,0,4681.0,50.0,-50.0,0.0,0.667422,0.020125,-0.019465,0.0,0.705681,0.024262,-0.023344,0.0,-0.23,0.08,-0.08,0.0,4.69,0.1,-0.1,0.0,208.9014508,-6.1360833,107.518,0.602,-0.596,12.358,0.114,-0.114,9.625,0.019,-0.019,11.9053,0.000403,-0.000403,2,1,3,0,2.8198515631789185,2.3735963765851054,0.025187183558115656,945.9587334566315,2.7330000000000005,0.4527000000000001,0.000138,0.27515369,100.0,0.03959,0.047605999999999996,1.198,0.228,0.038,0.000806
0,1,1,0,2.7908327,4.7e-06,-4.7e-06,0.0,16.432394,0.44836,-0.44836,0.0,1.466,0.04,-0.04,0.0,0,6566.0,50.0,-50.0,0.0,1.428,0.03,-0.03,0.0,1.296,0.036,-0.036,0.0,-0.077,0.08,-0.08,0.0,4.24,0.015,-0.015,0.0,100.8480137,27.2521823,320.639,5.652,-5.463,10.92,0.03,-0.03,9.83,0.016,-0.016,10.8245,0.00042,-0.00042,2,1,1,1,11.507278711484593,0.4450618606315488,0.00033039346748553526,1840.5592483038731,1.0899999999999999,0.09549999999999947,9.4e-06,0.89672,100.0,0.06,0.072,11.115,0.06,0.032,0.00084
0,1,3,0,22.634594,0.003373,-0.00345,0.0,17.4,42.7,-13.4,0.0,1.55,3.81,-1.2,0.0,0,5131.28215352553,110.70379176379178,-110.14726635514019,0.0,0.92,0.1179946836892603,-0.12191487317829458,0.0,0.872730294033413,0.113325542503864,-0.090687077002584,0.0,-0.030312588652482268,0.09762811559301626,-0.09813744732089102,0.0,4.43702004688832,0.08070892459016393,-0.0825079306791569,0.0,125.007177,14.0194586,329.041,4.293,-4.185,12.867,0.08,-0.08,11.021,0.02,-0.02,12.6702,0.000143,-0.000143,2,0,3,3,18.913043478260867,1.1207701852775602,0.0002942279685893611,613.7796509600266,1.846,0.19680000000000142,0.006823,56.1,220.85105811893197,0.23990955686755489,0.204012619506448,8.478,0.16,0.04,0.000286
