koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,planet_star_radius_ratio,planet_star_volume_ratio,transit_density_proxy,temp_ratio_planet_star
0,0,0,0,82.331756,0.001983,-0.001983,133.0814,0.0184,-0.0184,0.027,0.425,-0.027,8.664,0.655,-0.655,283.2,28.1,-28.1,2.08,0.34,-0.28,474.0,11.96,5.14,-3.47,11.9,1.0,5997.0,81.0,-81.0,4.304,0.099,-0.121,1.242,0.204,-0.167,287.32269,38.279709,14.872,-0.08578375641694681,-0.03507145298355834,-0.28371223942868246,-0.6751078031696829
0,0,0,0,113.05980069,0.002147863706805708,-0.002147863706805708,241.0089927,0.009932560537870472,-0.009932560537870472,0.7351054776654712,1.9598606037321624,-0.3325574643249176,19.03,0.33994151372118553,-0.33994151372118553,23791.335898271922,123.19756311745333,-123.19756311745333,102.89177806760135,17.65768394739702,-33.02331377024236,1085.3858276274318,7745.737022611707,3750.6979097695553,-4043.5223682786964,259.8950005434192,1.0,5706.8232800782525,144.63555408970976,-162.2650589142165,4.310156613411586,0.12073790677220755,-0.14316051011433598,1.7287115530920552,0.36229221635883907,-0.39480595866314866,300.90146,44.597328,13.43,0.07753584009971617,-0.03506471111578519,-0.21355242846158662,0.0005146620184902588
0,0,1,0,4.43529675,5.328e-05,-5.328e-05,134.7488,0.0115,-0.0115,0.353,0.115,-0.353,2.117,0.348,-0.348,181.9,24.7,-24.7,1.15,0.29,-0.13,1026.0,261.33,207.37,-79.93,9.6,1.0,5659.0,186.0,-186.0,4.511,0.069,-0.161,0.842,0.215,-0.092,297.01929,43.478802,15.738,-0.08665597388825877,-0.03507145305228292,-0.280644463054061,-0.05350272339084852
0,0,0,0,60.92818866,7.966e-05,-7.966e-05,173.37212,0.00109,-0.00109,0.009,0.412,-0.009,6.3336,0.0501,-0.0501,755.6,7.3,-7.3,2.78,0.39,-0.38,467.0,11.28,4.55,-3.5,120.1,1.0,5638.0,113.0,-101.0,4.359,0.132,-0.096,1.023,0.142,-0.142,293.67532,41.295361,12.193,-0.08283955371640125,-0.03507145249206162,-0.2787211124616807,-0.6520629415532441
0,0,0,1,4.18224416,5.124e-05,-5.124e-05,134.0885,0.0117,-0.0117,0.99,0.023,-0.758,6.209,0.208,-0.208,57.2,4.3,-4.3,1.07,0.31,-0.16,1206.0,500.7,414.84,-181.91,13.8,1.0,6057.0,163.0,-181.0,4.392,0.128,-0.192,0.999,0.282,-0.152,284.87558,40.984428,13.732,-0.08748810497363958,-0.03507145309445929,-0.2850649704727938,0.05471924232042949
0,0,0,0,24.6683831,0.0003508,-0.0003508,136.633,0.0124,-0.0124,0.751,0.213,-0.529,8.556,0.353,-0.353,109.2,8.1,-8.1,1.76,0.3,-0.37,788.0,91.32,43.64,-39.77,15.3,1.0,6059.0,109.0,-146.0,4.151,0.168,-0.112,1.554,0.269,-0.328,290.48007,51.965012,13.572,-0.08731449278674401,-0.03507145308729666,-0.2848603690640797,-0.36501858847216756
0,1,0,0,2.243015737,4.5e-08,-4.5e-08,133.450825,1.74e-05,-1.74e-05,0.661,0.004,-0.006,4.31675,0.00095,-0.00095,277950.0,60.4,-60.4,92.34,25.64,-34.21,1813.0,2547.31,2085.03,-1654.61,5552.2,1.0,6181.0,169.0,-187.0,4.084,0.364,-0.156,1.444,0.401,-0.535,296.64883,39.318588,12.785,0.09003800611329103,-0.03506309164667689,3.4248322262446793,0.6273638241609862
0,0,0,0,96.4562198,0.0004226,-0.0004226,214.74931,0.00341,-0.00341,0.775,0.114,-0.526,11.195,0.166,-0.166,950.5,18.3,-18.3,9.1,1.63,-3.03,727.0,65.96,36.34,-40.12,54.6,1.0,7029.0,194.0,-219.0,3.806,0.277,-0.092,2.704,0.485,-0.901,284.41592,48.65802,12.998,-0.08101029730521181,-0.035071451914984265,-0.28070321228148765,-0.5268609093118604
0,0,0,0,13.7223682,1.822e-05,-1.822e-05,137.84083,0.00112,-0.00112,0.009,0.359,-0.009,5.1231,0.0357,-0.0357,571.1,6.5,-6.5,2.23,0.28,-0.27,746.0,73.16,26.92,-20.94,97.9,1.0,5637.0,113.0,-101.0,4.399,0.132,-0.088,0.943,0.117,-0.117,293.26093,44.868889,13.749,-0.08383538573936508,-0.035071452710889794,-0.2791720180349095,-0.35112681561868797
0,0,0,0,4.09513876,3.035e-05,-3.035e-05,131.67784,0.00624,-0.00624,0.97,0.036,-0.72,2.462,0.148,-0.148,181.7,18.3,-18.3,1.75,0.56,-0.18,1122.0,374.3,351.13,-108.58,11.6,1.0,5858.0,156.0,-191.0,4.495,0.052,-0.208,0.963,0.309,-0.096,294.63257,43.807671,15.524,-0.08538136391327143,-0.03507145294185893,-0.2813429807122923,0.008672186171428075
0,0,0,0,126.55719,0.001217,-0.001217,145.69736,0.00872,-0.00872,0.965,0.006,-0.675,8.079,0.548,-0.548,366.4,16.4,-16.4,4.59,1.44,-1.43,524.0,17.85,16.39,-10.61,24.8,1.0,6501.0,179.0,-247.0,4.054,0.231,-0.189,1.854,0.578,-0.578,290.73001,44.836121,13.666,-0.08352216995375551,-0.03507145264854425,-0.2829824036428456,-0.6656044419488857
1,0,0,0,320.347208,0.008503,-0.008503,406.2309,0.0148,-0.0148,0.548,0.415,-0.334,7.159,0.559,-0.559,262.8,38.3,-38.3,1.58,0.46,-0.15,274.0,1.33,1.14,-0.38,8.8,1.0,6146.0,164.0,-201.0,4.497,0.05,-0.2,0.943,0.273,-0.091,295.90207,46.116138,13.996,-0.08578153857895297,-0.03507145298334691,-0.283480466636298,-0.8845553356982923
0,0,0,0,14.58649856,2.849e-05,-2.849e-05,172.22185,0.00165,-0.00165,0.665,0.218,-0.442,4.0249,0.0559,-0.0559,378.7,7.7,-7.7,2.45,0.39,-0.39,852.0,124.89,56.57,-44.0,53.0,1.0,6063.0,121.0,-133.0,4.29,0.137,-0.112,1.191,0.189,-0.189,295.19339,39.539669,13.49,-0.0847041469591607,-0.035071452855406415,-0.28017390424639516,-0.3013775730243498
0,0,0,0,1.289590179,3.841e-06,-3.841e-06,131.89057,0.00254,-0.00254,0.401,0.059,-0.401,1.3541,0.0848,-0.0848,286.0,18.4,-18.4,1.38,0.28,-0.12,1448.0,1040.23,650.57,-271.97,18.9,1.0,5467.0,164.0,-164.0,4.578,0.034,-0.136,0.808,0.163,-0.07,283.74142,49.067982,15.471,-0.08569001158897235,-0.03507145297444718,-0.2734247493907349,0.45439485368806626
0,1,0,0,5.357409918,6.78e-07,-6.78e-07,131.637601,0.0001,-0.0001,0.804,0.041,-0.036,4.28582,0.00587,-0.00587,199160.0,208.0,-208.0,124.05,39.56,-67.84,1492.0,1172.13,1150.6,-956.5,936.1,1.0,5768.0,191.0,-156.0,3.809,0.653,-0.174,2.057,0.656,-1.125,298.99442,46.812408,13.166,0.07975766447796204,-0.03506444014854812,2.392230604563271,0.4167489992309328
0,0,1,0,72.4914068,0.0001681,-0.0001681,139.77857,0.00196,-0.00196,0.989,61.66,-0.024,3.612,0.111,-0.111,1063.5,32.1,-32.1,15.33,2.96,-5.49,700.0,56.76,33.07,-36.07,39.2,1.0,5754.0,155.0,-173.0,3.639,0.28,-0.12,2.758,0.532,-0.988,299.2475,46.951908,13.05,-0.07481856554485891,-0.035071447642650536,-0.2686288828467661,-0.41607692077043523
0,1,1,1,25.949641315,0.002147863706805708,-0.002147863706805708,148.9825267,0.009932560537870472,-0.009932560537870472,0.945,1.9598606037321624,-0.3325574643249176,11.6411,0.33994151372118553,-0.33994151372118553,67.8,123.19756311745333,-123.19756311745333,2.06,1.15,-1.15,753.0,76.14,134.58,-62.86,7.6,1.0,5109.0,169.0,-138.0,3.873,0.693,-0.297,1.922,1.074,-1.074,293.68207,39.01112,13.956,-0.08748604631450112,-0.03507145309437899,-0.28526021938274143,-0.25966473050045036
0,0,0,0,1.97376085,9.9e-08,-9.9e-08,178.6894194,4.01e-05,-4.01e-05,0.337,0.225,-0.165,1.82542,0.00776,-0.00776,30222.0,31.3,-31.3,8.78,1.43,-2.13,753.0,76.1,62.11,-44.33,1252.5,1.0,3807.0,291.0,-291.0,4.762,0.12,-0.08,0.503,0.082,-0.122,292.0683,38.84227,15.715,-0.04122865656718501,-0.03507128307652472,0.6684618404162939,0.04672656442757215
0,0,0,0,16.79716262,9.549e-05,-9.549e-05,134.0417,0.00451,-0.00451,0.899,0.037,-0.636,3.83,0.119,-0.119,1023.8,54.2,-54.2,2.75,0.13,-0.12,503.0,15.19,2.6,-2.25,21.2,1.0,4652.0,74.0,-83.0,4.617,0.02,-0.032,0.697,0.034,-0.03,301.72076,44.41206,15.856,-0.07937244339048204,-0.03507145116986692,-0.27019194465990365,-0.4983113677820903
1,0,0,0,355.79978,0.01246,-0.01246,346.7189,0.0127,-0.0127,0.4433,0.5256,-0.2391,5.972,0.629,-0.629,172.3,20.0,-20.0,1.87,1.1,-0.42,324.0,2.6,4.72,-1.27,10.5,1.24365372098069,6350.0,174.0,-255.0,4.225,0.165,-0.317,1.394,0.82,-0.314,283.72427,46.879112,12.674,-0.0867246741858302,-0.03507145305655984,-0.2839332718507612,-0.8453996220946943
0,0,0,0,12.2064304,0.0009936,-0.0009936,134.053,0.112,-0.112,0.104,0.365,-0.104,2.407,0.126,-0.126,1337.2,92.3,-92.3,5.41,2.22,-2.45,895.0,151.44,199.67,-111.51,16.2,2.0,5254.0,203.0,-166.0,4.05,0.49,-0.245,1.514,0.623,-0.685,297.21216,43.643719,14.13,-0.08042322074500133,-0.03507145167483434,-0.2535822410480843,-0.12010809041102793
0,0,0,0,7.00447892,6.256e-05,-6.256e-05,137.89902,0.00635,-0.00635,0.139,0.319,-0.139,2.669,0.194,-0.194,231.4,26.4,-26.4,1.19,0.04,-0.08,754.0,76.26,10.65,-14.63,9.9,2.0,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.808,0.028,-0.055,286.74188,43.190102,15.887,-0.08635393429321639,-0.035071453031602015,-0.2805997652129075,-0.21695603342913358
0,0,1,0,0.973160836,4.3e-06,-4.3e-06,132.25412,0.00353,-0.00353,0.034,0.452,-0.034,0.864,0.191,-0.191,138.3,20.7,-20.7,1.22,0.39,-0.13,1932.0,3303.84,3066.78,-1042.56,9.8,1.0,6108.0,172.0,-236.0,4.466,0.052,-0.208,1.03,0.323,-0.108,294.86813,44.283199,15.238,-0.08716794356074993,-0.035071453080612915,-0.2763717692175657,0.7670955917241499
0,0,0,0,48.2455501,0.0005953,-0.0005953,141.14725,0.00808,-0.00808,0.3106,0.291,-0.3105,1.375,0.334,-0.334,60.5,16.4,-16.4,0.64,0.28,-0.07,449.0,9.61,12.67,-2.86,5.0,1.0,5441.0,173.0,-139.0,4.481,0.093,-0.298,0.827,0.356,-0.097,290.0495,41.250359,12.429,-0.08832719555528604,-0.03507145311892855,-0.28306032173660595,-0.6539423569437902
0,0,1,0,25.503628,0.0003213,-0.0003213,139.3578,0.00914,-0.00914,0.953,0.004,-0.719,3.913,0.238,-0.238,204.4,18.1,-18.1,1.61,0.47,-0.16,586.0,27.85,24.23,-7.85,13.3,1.0,5815.0,157.0,-175.0,4.54,0.036,-0.204,0.877,0.26,-0.087,296.04401,42.454708,14.746,-0.08532894410137352,-0.035071452935917236,-0.2825857107985898,-0.5429977958211063
0,1,1,0,78.4286313,6.876e-05,-6.876e-05,169.312404,0.000973,-0.000973,1.388,6.47,-0.107,3.7368,0.0373,-0.0373,83303.0,793.0,-793.0,85.77,0.0,0.0,425.0,7.74,0.0,0.0,112.6,1.0,5780.0,144.63555408970976,-162.2650589142165,4.438,0.12073790677220755,-0.14316051011433598,1.0,0.36229221635883907,-0.39480595866314866,293.8945,46.592491,15.069,0.15165243128100495,-0.03505127775381607,0.9990251775016827,-0.7086004409068714
0,0,0,0,541.92452,0.01934,-0.01934,326.8745,0.024,-0.024,0.95,0.026,-0.654,21.4,1.7,-1.7,1504.2,97.1,-97.1,3.15,0.23,-0.29,144.0,0.1,0.03,-0.02,18.1,1.0,4378.0,131.0,-131.0,4.64,0.052,-0.024,0.614,0.045,-0.056,289.28772,41.799938,15.671,-0.07602722159169947,-0.03507144881615187,-0.2815453651408187,-0.9556124974139688
1,0,0,0,164.689421,0.003776,-0.003776,287.2483,0.0147,-0.0147,0.5312,0.0524,-0.4692,1.847,0.592,-0.592,521.0,136.0,-136.0,2.24,0.82,-0.21,340.0,3.15,3.33,-0.88,4.6,2.0,6089.0,153.0,-198.0,4.495,0.044,-0.272,0.95,0.347,-0.088,295.19983,46.731731,15.377,-0.08385486302608354,-0.03507145271457965,-0.26934091248246395,-0.8161334957158969
1,0,0,0,253.40538,0.0148,-0.0148,273.6514,0.0376,-0.0376,0.3967,0.046,-0.3967,7.43,1.6,-1.6,240.8,49.6,-49.6,2.69,1.61,-0.55,443.0,9.13,17.19,-4.35,5.0,3.0,7304.0,228.0,-341.0,4.151,0.12,-0.346,1.69,1.008,-0.345,295.68192,47.591881,12.962,-0.08601810643390989,-0.03507145300480095,-0.2837282494188926,-0.7868763317666718
0,1,0,0,9.84883968,3.732e-05,-3.732e-05,135.993,0.00242,-0.00242,1.25,5.196,-0.113,5.7425,0.0377,-0.0377,22012.0,114.0,-114.0,63.42,18.93,-10.21,1134.0,390.19,343.59,-161.73,236.6,2.0,6938.0,192.0,-312.0,4.281,0.105,-0.195,1.31,0.391,-0.211,295.33884,40.037289,16.35,0.04617576053243385,-0.03506782502481866,-0.06470752914898738,-0.1620412867014701
0,0,0,0,152.1060435,0.000258,-0.000258,176.52741,0.00136,-0.00136,0.878,0.007,-0.009,7.4517,0.0927,-0.0927,3688.3,36.2,-36.2,11.58,1.98,-2.43,458.0,10.36,5.03,-4.38,116.3,1.0,6200.0,124.0,-124.0,4.072,0.188,-0.101,1.64,0.281,-0.343,295.21268,49.56218,13.374,-0.0705760967391881,-0.03507144187708624,-0.2570735036400948,-0.7065243272222863
1,0,0,0,137.665706,0.001825,-0.001825,240.44616,0.00928,-0.00928,0.041,0.416,-0.041,3.732,0.266,-0.266,536.9,54.0,-54.0,15.41,1.06,-2.48,720.0,63.38,12.08,-21.59,11.7,1.0,4832.0,50.0,-79.0,2.953,0.03,-0.027,6.897,0.475,-1.109,288.05292,38.93792,13.199,-0.08420380924387684,-0.03507145277709783,-0.27730562196143743,-0.2498198000665832
0,0,0,0,3.314947362,1.705e-06,-1.705e-06,171.313058,0.000418,-0.000418,0.799,0.058,-0.54,1.8007,0.0284,-0.0284,1398.2,13.6,-13.6,3.94,1.11,-0.37,1155.0,421.03,347.73,-114.75,123.5,1.0,5609.0,150.0,-166.0,4.481,0.062,-0.188,0.944,0.266,-0.089,293.45483,44.792789,15.142,-0.07872800321396024,-0.03507145080893444,-0.24085108242524325,0.09611672386720303
0,0,0,0,2.71603664,1.405e-05,-1.405e-05,132.35962,0.00441,-0.00441,0.44,0.513,-0.242,1.744,0.125,-0.125,98.5,8.7,-8.7,1.05,0.14,-0.06,1360.0,807.43,278.79,-137.87,13.1,1.0,6011.0,72.0,-90.0,4.452,0.026,-0.104,1.041,0.138,-0.064,293.62308,47.96191,14.801,-0.08766435840216946,-0.03507145310093635,-0.2823411932834937,0.21970768391218679
0,0,0,0,19.2405821,0.0007935,-0.0007935,138.7454,0.03,-0.03,0.258,0.212,-0.258,4.99,0.58,-0.58,207.4,26.8,-26.8,1.19,0.06,-0.09,565.0,24.17,4.0,-4.81,9.0,1.0,5031.0,83.0,-75.0,4.485,0.08,-0.025,0.848,0.038,-0.066,300.90247,44.61261,15.099,-0.08655007828975322,-0.035071453045385566,-0.2832007476524911,-0.47291472324342737
0,0,0,0,23.9553986,0.0001816,-0.0001816,146.66221,0.00567,-0.00567,0.669,0.289,-0.435,3.204,0.182,-0.182,228.7,18.9,-18.9,2.84,1.6,-1.76,741.0,71.16,121.8,-61.97,13.9,1.0,5011.0,134.0,-149.0,3.903,0.644,-0.297,1.781,1.001,-1.101,288.24377,41.110081,14.553,-0.08600993604345988,-0.03507145300409637,-0.28148256459516546,-0.25670022495990047
0,0,0,0,2.936527336,5.136e-06,-5.136e-06,135.71829,0.00141,-0.00141,0.524,0.071,-0.415,1.771,0.0433,-0.0433,352.3,11.3,-11.3,1.92,0.21,-0.26,1209.0,505.22,156.2,-147.71,34.7,1.0,5359.0,80.0,-72.0,4.375,0.132,-0.077,1.002,0.111,-0.136,291.30222,47.697762,14.968,-0.08510204348341745,-0.03507145290878269,-0.27413257636928723,0.2157562368051194
0,1,0,1,0.52880817,1.906e-06,-1.906e-06,131.67844,0.00378,-0.00378,0.432,0.249,-0.294,2.2865,0.091,-0.091,57.7,1.9,-1.9,1.84,0.34,-0.64,3558.0,37880.12,21611.18,-23436.66,38.8,1.0,6224.0,171.0,-171.0,3.815,0.304,-0.095,2.368,0.443,-0.822,295.78482,42.285679,13.274,-0.08831831441388151,-0.035071453118747105,-0.28414165872427993,2.319224719450838
0,0,0,0,4.4408541,0.0001096,-0.0001096,135.2744,0.0166,-0.0166,0.005,0.458,-0.005,8.083,0.717,-0.717,33.9,3.7,-3.7,1.74,0.53,-1.25,1642.0,1719.2,1631.74,-1598.6,12.0,2.0,5159.0,171.0,-155.0,3.604,0.863,-0.23,3.062,0.943,-2.2,293.79684,45.160728,13.263,-0.08890776230882287,-0.035071453127880806,-0.2853541606297843,0.7790837327155197
1,0,0,0,1.22174063,1.852e-05,-1.852e-05,132.0174,0.0125,-0.0125,0.004,0.462,-0.004,7.443,0.411,-0.411,32.2,2.4,-2.4,0.46,0.04,-0.03,1461.0,1081.5,272.3,-215.4,19.4,4.0,5258.0,105.0,-105.0,4.514,0.055,-0.055,0.835,0.063,-0.057,300.93738,45.49007,12.837,-0.08895677075308817,-0.03507145312840223,-0.2853465410966396,0.5334165175429193
0,0,0,0,85.517344,0.001846,-0.001846,181.351,0.0198,-0.0198,0.944,0.026,-0.679,9.331,0.38,-0.38,270.2,21.6,-21.6,3.04,0.45,-0.71,482.0,12.75,4.89,-5.7,12.9,3.0,5592.0,75.0,-75.0,4.115,0.195,-0.09,1.451,0.211,-0.342,289.19958,49.305721,14.513,-0.08459682332547155,-0.03507145283968956,-0.283927167402915,-0.6316165878196704
1,0,0,0,36.1904638,0.0004108,-0.0004108,146.55956,0.00995,-0.00995,0.2147,0.278,-0.2145,1.919,0.256,-0.256,263.3,67.4,-67.4,1.69,0.78,-0.15,592.0,29.08,39.93,-7.95,6.8,1.0,6210.0,163.0,-203.0,4.45,0.044,-0.301,1.033,0.478,-0.092,289.39359,40.896339,14.969,-0.08589304129656256,-0.03507145299373321,-0.277689234578229,-0.5760870708968086
0,1,0,0,36.514374043,4.503e-06,-4.503e-06,163.794463,0.000107,-0.000107,0.133,0.012,-0.02,6.48255,0.00701,-0.00701,111620.0,79.8,-79.8,33.27,10.15,-3.39,546.0,21.08,19.0,-6.33,1701.1,1.0,5811.0,162.0,-203.0,4.465,0.054,-0.216,1.0,0.305,-0.102,294.19629,38.83712,15.423,0.0034229517334694154,-0.03507027559855932,0.7066296468527973,-0.584416795176238
0,0,0,0,4.72693131,7.116e-05,-7.116e-05,135.2927,0.0128,-0.0128,0.065,0.383,-0.065,4.036,0.355,-0.355,26.2,2.6,-2.6,0.61,0.12,-0.08,1203.0,495.58,248.36,-142.01,11.5,1.0,5950.0,71.0,-83.0,4.323,0.096,-0.144,1.196,0.235,-0.157,294.12488,46.67289,12.788,-0.08907214907547513,-0.03507145312950584,-0.2852217610908731,0.07341885737957014
0,0,0,0,321.2124365,0.0004036,-0.0004036,206.930556,0.000994,-0.000994,0.873,0.035,-0.581,4.012,0.165,-0.165,2358.6,33.2,-33.2,7.25,1.16,-1.17,310.0,2.17,1.0,-0.76,81.7,1.0,6018.0,120.0,-120.0,4.257,0.137,-0.112,1.286,0.207,-0.207,288.32043,42.261414,13.709,-0.07459478012178018,-0.035071447404381714,-0.2517186333755922,-0.8424302739174354
0,1,0,0,112.46358893,7.557e-05,-7.557e-05,197.557702,0.000523,-0.000523,0.523,0.003,-0.004,31.8273,0.0344,-0.0344,242410.0,392.0,-392.0,129.04,20.8,-28.61,692.0,54.2,21.84,-22.77,1374.0,1.0,7426.0,74.0,-81.0,3.903,0.182,-0.098,2.463,0.397,-0.546,296.45337,49.786549,10.967,0.05741064839820996,-0.03506685485474005,0.15330354129414464,-0.5891192192552922
0,0,0,0,52.5008645,0.0001465,-0.0001465,171.52114,0.00222,-0.00222,0.11,0.254,-0.11,14.9066,0.0781,-0.0781,946.7,9.2,-9.2,12.41,0.61,-1.53,812.0,102.94,15.4,-28.44,116.2,1.0,4976.0,54.0,-74.0,3.331,0.008,-0.009,4.157,0.205,-0.513,293.2822,48.2859,12.183,-0.08208336201465444,-0.035071452283020166,-0.28193611967607024,-0.163648413731221
1,0,1,0,0.63938062,2.91e-07,-2.91e-07,131.894673,0.000377,-0.000377,1.377,0.873,-0.191,1.2067,0.0213,-0.0213,308.0,3.4,-3.4,51.53,17.93,-5.99,2566.0,10289.98,10298.43,-3276.34,97.5,1.0,6607.0,161.0,-221.0,4.363,0.056,-0.224,1.204,0.419,-0.14,293.52997,45.66433,13.725,0.030327317506140063,-0.03506894635237922,-0.27088743396282694,1.2051626932677275
0,0,0,0,5.69590202,1.593e-06,-1.593e-06,139.231637,0.000221,-0.000221,0.049,0.15,-0.049,3.5661,0.0106,-0.0106,4921.1,15.0,-15.0,6.61,2.13,-0.71,1043.0,279.61,273.07,-88.96,391.2,1.0,6106.0,190.0,-233.0,4.497,0.052,-0.221,0.94,0.303,-0.101,296.1398,41.60318,14.858,-0.07065814730735141,-0.035071442015501456,-0.2060746439966719,-0.11725617537820206
0,1,1,1,8.58966893,5.492e-05,-5.492e-05,132.01936,0.00514,-0.00514,0.012,0.266,-0.012,6.962,0.149,-0.149,429.6,10.3,-10.3,155.18,5.2,-27.76,4900.0,136317.25,23445.9,-53793.94,47.5,1.0,3837.0,90.0,-102.0,0.829,0.03,-0.03,80.307,2.693,-14.364,298.77295,46.921246,13.866,-0.08505639727100921,-0.035071452903040305,-0.282039982332095,6.606813800041759
0,0,0,0,43.84439721,9.613e-05,-9.613e-05,151.93538,0.00192,-0.00192,0.852,0.039,-0.585,6.802,0.119,-0.119,615.2,7.7,-7.7,2.87,0.43,-0.3,531.0,18.77,7.98,-4.8,83.7,2.0,5854.0,105.0,-117.0,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882,-0.08250506098363278,-0.03507145240442568,-0.2803839666618584,-0.6041869281542017
0,1,0,0,0.692015479,1.72e-07,-1.72e-07,133.114177,0.000207,-0.000207,1.267,4.081,-0.025,1.1315,0.0134,-0.0134,4518.1,36.5,-36.5,19.31,1.2,-2.02,1057.0,294.34,64.86,-78.33,163.4,1.0,3752.0,74.0,-82.0,4.747,0.056,-0.024,0.497,0.031,-0.052,287.14313,46.50806,15.692,0.019186433275801384,-0.03506957773705123,-0.055496424931095134,0.556843355210394
0,0,0,0,115.6863392,0.0008968,-0.0008968,246.98666,0.0063,-0.0063,0.226,0.223,-0.226,4.65,0.148,-0.148,945.9,51.5,-51.5,3.52,0.58,-0.44,401.0,6.09,2.64,-1.68,20.7,1.0,5800.0,78.0,-87.0,4.327,0.11,-0.11,1.149,0.19,-0.142,291.2681,44.48819,15.174,-0.0818625493554545,-0.035071452214392916,-0.273873711664559,-0.7352936152250564
1,0,0,0,0.616386349,1.104e-06,-1.104e-06,131.64315,0.00138,-0.00138,0.226,0.23,-0.226,0.8136,0.0593,-0.0593,79.4,4.4,-4.4,2.94,0.64,-1.18,3552.0,37463.63,24935.48,-25895.29,21.9,1.0,5665.0,170.0,-204.0,3.58,0.338,-0.135,3.266,0.707,-1.313,299.41986,47.562832,12.985,-0.08797059153459778,-0.03507145311042392,-0.2799721195774898,2.655663195193461
0,1,1,0,0.592562969,6.69e-07,-6.69e-07,131.9017,0.00107,-0.00107,1.252,0.244,-0.168,3.0869,0.05,-0.05,1546.4,18.6,-18.6,25.97,6.84,-2.3,1967.0,3520.7,2807.79,-961.89,100.4,1.0,5728.0,172.0,-189.0,4.575,0.033,-0.176,0.804,0.212,-0.071,291.91415,37.807819,15.784,0.0006870450069616021,-0.035070375519824344,-0.25672805240227986,0.9317859039813351
0,0,0,0,42.049523793,0.002147863706805708,-0.002147863706805708,167.3423568,0.009932560537870472,-0.009932560537870472,0.23,1.9598606037321624,-0.3325574643249176,2.1372,0.33994151372118553,-0.33994151372118553,607.9,123.19756311745333,-123.19756311745333,1.19,0.08,-0.16,303.0,2.0,0.55,-0.68,5.1,1.0,4281.0,115.0,-140.0,4.761,0.077,-0.033,0.48,0.034,-0.064,295.79251,39.89257,15.263,-0.08351246159671935,-0.035071452646519764,-0.26920500088388877,-0.7253254982993328
0,0,0,0,17.0497376,0.0002929,-0.0002929,146.73363,0.00828,-0.00828,0.9703,0.0,-0.6636,3.271,0.352,-0.352,478.6,74.1,-74.1,45.89,1.73,-19.09,1971.0,3566.8,582.29,-2612.34,6.4,1.0,5039.0,98.0,-297.0,2.587,0.034,-0.03,14.954,0.565,-6.219,295.85934,46.117008,13.582,-0.08184783753351707,-0.03507145220969384,-0.27716431105849687,1.2220185365323881
0,0,0,0,6.03355539,6.495e-05,-6.495e-05,137.121,0.00739,-0.00739,0.35,0.1,-0.35,10.049,0.243,-0.243,89.5,3.8,-3.8,3.34,0.71,-0.57,1598.0,1540.84,853.28,-539.21,26.1,1.0,4924.0,74.0,-66.0,3.356,0.14,-0.126,3.588,0.753,-0.616,286.71564,48.645279,13.274,-0.0878839210449141,-0.03507145310795549,-0.2850826081625925,0.8170990394515985
0,0,0,0,8.15275885,6.589e-05,-6.589e-05,134.19046,0.00792,-0.00792,0.461,0.0838,-0.4086,1.746,0.24,-0.24,16536.0,2312.0,-2312.0,2.44,1.62,-0.7,305.0,2.03,4.47,-1.06,9.2,3.0,3327.0,125.0,-58.0,5.113,0.14,-0.14,0.189,0.125,-0.054,298.73611,46.498634,17.475,-0.05406170275716332,-0.03507138433198662,0.2601625982237084,-0.5983092848220302
1,0,0,0,499.88159,0.03124,-0.03124,319.3109,0.0521,-0.0521,0.671,0.268,-0.45,13.39,4.8,-4.8,184.4,21.3,-21.3,2.61,0.59,-0.73,338.0,3.07,2.01,-1.63,12.4,1.0,6486.0,155.0,-175.0,3.992,0.247,-0.133,1.812,0.411,-0.503,286.08136,42.30574,12.968,-0.08644534226399937,-0.03507145303819125,-0.2848022539316308,-0.8387825566181266
0,0,0,0,10.94577783,2.017e-05,-2.017e-05,176.71834,0.00144,-0.00144,0.819,0.029,-0.571,3.0937,0.0445,-0.0445,532.8,11.1,-11.1,2.84,0.46,-0.38,881.0,142.23,64.44,-43.58,52.5,1.0,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,-0.08320269842466782,-0.03507145257893012,-0.27567153251820065,-0.24605279597931914
