,0
st_disterr1,0.23162639
st_tmag,0.111662626
pl_insol,0.10675468
st_dist,0.09341729
pl_eqt,0.08391198
pl_rade,0.08359941
pl_tranmid,0.08287957
st_disterr2,0.076727375
pl_tranmiderr2,0.068753906
st_raderr2,0.060666792
