ra,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim
100.873785,-1.871278,0.707,0.045,-0.045,0.0,-1.906,0.04,-0.04,0.0,2459212.045265,0.006508,-0.006508,0,1.1472535,1.18e-05,-1.18e-05,0,1.789,0.338,-0.338,0,4090.0,12.6547,-12.6547,0,17.228,1.379436464048041,-1.379436464048041,0,16302.6,3147.0,13.3574,0.037,-0.037,0,2363.78,156.53,-156.53,0,9742.0,126.0,-126.0,0,4.01,0.16460809853794883,-0.16460809853794883,0,2.59,0.0740639963527715,-0.0740639963527715,0
276.61571,30.393617,-3.666,0.054,-0.054,0.0,-16.627,0.05,-0.05,0.0,2459795.126527,0.002472,-0.002472,0,4.197866,4.14e-05,-4.14e-05,0,3.223,0.215,-0.215,0,10650.0,573.756,-573.756,0,12.6868,1.379436464048041,-1.379436464048041,0,356.665,1210.0,13.3247,0.009,-0.009,0,680.835,14.6115,-14.6115,0,5581.0,122.0,-122.0,0,4.27,0.16460809853794883,-0.16460809853794883,0,1.21,0.0740639963527715,-0.0740639963527715,0
138.741096,-45.122969,-10.617,0.045,-0.045,0.0,7.292,0.047,-0.047,0.0,2459990.712909,0.002074,-0.002074,0,4.6512523,1.63e-05,-1.63e-05,0,2.251,0.209,-0.209,0,3110.0,3.28362,-3.28362,0,6.22936,0.331398,-0.331398,0,432.038,1270.0,11.7159,0.006,-0.006,0,407.374,4.4685,-4.4685,0,7192.0,142.9,-142.9,0,4.56,0.08,-0.08,0,1.1,0.04,-0.04,0
80.508824,-25.722355,-4.885,0.04,-0.04,0.0,-3.335,0.045,-0.045,0.0,2459199.006353,0.002372,-0.002372,0,1.4118418,5.5e-06,-5.5e-06,0,2.702,0.3,-0.3,0,520.0,0.420632,-0.420632,0,8.14924,0.370596,-0.370596,0,11077.2,2858.0,9.9048,0.008,-0.008,0,737.809,16.163,-16.163,0,7839.6,143.1,-143.1,0,4.13,1.55,-1.55,0,3.52,0.12,-0.12,0
324.957244,35.683969,-9.637,0.018,-0.018,0.0,-6.81,0.028,-0.028,0.0,2459844.841088,0.001093,-0.001093,0,5.8878118,9.8e-06,-9.8e-06,0,1.815,0.251,-0.251,0,9767.0,675.744,-675.744,0,12.1166,0.694133,-0.694133,0,77.0112,825.0,12.6685,0.009,-0.009,0,502.874,4.476,-4.476,0,5925.0,129.8,-129.8,0,4.41,0.08,-0.08,0,1.08,0.05,-0.05,0
73.554354,1.233623,20.856,0.062,-0.062,0.0,-39.926,0.05,-0.05,0.0,2459174.685986,0.004588,-0.004588,0,2.6473916,0.0008483,-0.0008483,0,2.8595222,0.8328604,-0.8328604,0,568.2994163,65.257706,-65.257706,0,2.737769,3.016418,-3.016418,0,871.0969851,1385.5952225,10.6827,0.006,-0.006,0,209.93,1.879,-1.879,0,5748.0,131.4,-131.4,0,4.34,0.08,-0.08,0,1.1287,0.0561809,-0.0561809,0
128.454638,-49.940347,-15.5,1.6,-1.6,0.0,7.0,1.5,-1.5,0.0,2459273.371643,0.002025,-0.002025,0,3.2235985,1.38e-05,-1.38e-05,0,2.159,0.452,-0.452,0,680.0,1.13,-1.13,0,5.51341,1.379436464048041,-1.379436464048041,0,2064.8,1275.9602083987463,8.7157,0.006,-0.006,0,280.765,20.790227947403686,-20.790227947403686,0,8904.0,239.9,-239.9,0,4.09,1.36,-1.36,0,2.17,0.0740639963527715,-0.0740639963527715,0
317.15771,37.74979,0.707,0.035,-0.035,0.0,6.67,0.037,-0.037,0.0,2459815.454832,0.003318,-0.003318,0,4.3686174,2.68e-05,-2.68e-05,0,2.943,0.532,-0.532,0,3730.0,316.792,-316.792,0,13.2129,1.00629,-1.00629,0,277.556,1137.0,12.2869,0.013,-0.013,0,704.54,12.0125,-12.0125,0,5393.0,144.0,-144.0,0,3.76,0.08,-0.08,0,2.13,0.12,-0.12,0
164.519868,-56.385999,-10.238,0.029,-0.029,0.0,2.621,0.03,-0.03,0.0,2459332.056627,0.002404,-0.002404,0,4.4573401,2.83e-05,-2.83e-05,0,3.75,0.334,-0.334,0,7447.0,7.72768,-7.72768,0,13.5074,0.694807,-0.694807,0,1527.79,1741.0,12.7706,0.006,-0.006,0,999.139,17.896,-17.896,0,7514.0,141.4,-141.4,0,4.3,0.08,-0.08,0,1.54,0.06,-0.06,0
86.473805,-46.94361,15.484,0.033,-0.033,0.0,9.944,0.032,-0.032,0.0,2459227.071677,0.001019,-0.001019,0,0.3559702,7e-07,-7e-07,0,0.523,0.195,-0.195,0,2320.0,28.7458,-28.7458,0,6.23347,1.379436464048041,-1.379436464048041,0,2541.08,1977.0,13.2886,0.006,-0.006,0,618.274,5.766,-5.766,0,5562.0,122.0,-122.0,0,4.36,0.16460809853794883,-0.16460809853794883,0,1.08,0.0740639963527715,-0.0740639963527715,0
256.321784,64.930099,7.161,0.125,-0.125,0.0,13.056,0.11,-0.11,0.0,2459961.822257,0.000396,-0.000396,0,1.1669652,1.6e-06,-1.6e-06,0,0.562,0.071,-0.071,0,28171.0,9222.91,-9222.91,0,12.7459,1.07917,-1.07917,0,21.7929,601.0,14.9787,0.007,-0.007,0,240.373,3.925,-3.925,0,3452.0,157.0,-157.0,0,4.76,0.01,-0.01,0,0.48,0.02,-0.02,0
77.277149,-12.635305,10.578,0.046,-0.046,0.0,10.741,0.046,-0.046,0.0,2459199.697082,0.003972,-0.003972,0,2.1473577,1.37e-05,-1.37e-05,0,2.706,0.294,-0.294,0,2300.0,2.88579,-2.88579,0,10.0889,0.657217,-0.657217,0,1324.12,1680.0,12.4742,0.007,-0.007,0,850.437,18.21,-18.21,0,5834.0,124.7,-124.7,0,3.81,0.08,-0.08,0,2.12,0.11,-0.11,0
195.312675,58.419067,-64.59,0.03,-0.03,0.0,-15.411,0.03,-0.03,0.0,2459609.378383,0.00092,-0.00092,0,4.2102425,8.9e-06,-8.9e-06,0,2.9567547,0.1073647,-0.1073647,0,9271.0628122,267.3332,-267.3332,0,8.4263554,0.270197,-0.270197,0,155.5183712,900.6689155,13.0599,0.006,-0.006,0,343.975,2.231,-2.231,0,4927.6,108.4,-108.4,0,4.52,0.16460809853794883,-0.16460809853794883,0,0.816613,0.0740639963527715,-0.0740639963527715,0
157.867112,-42.240448,10.992,0.037,-0.037,0.0,-57.748,0.049,-0.049,0.0,2460037.172273,0.001095,-0.001095,0,3.7795212,4e-06,-4e-06,0,2.952,0.158,-0.158,0,2761.0,60.2474,-60.2474,0,5.98375,0.311897,-0.311897,0,466.528,1294.0,10.2855,0.006,-0.006,0,184.015,0.962,-0.962,0,5771.0,132.3,-132.3,0,4.31,0.08,-0.08,0,1.18,0.06,-0.06,0
142.372527,-54.433148,-7.409,0.052,-0.052,0.0,6.046,0.054,-0.054,0.0,2460037.919088,0.002332,-0.002332,0,3.5327892,8.8e-06,-8.8e-06,0,2.093,0.277,-0.277,0,4509.0,258.777,-258.777,0,10.042358339571056,1.379436464048041,-1.379436464048041,0,1406.91,1706.0,12.2137,0.012,-0.012,0,1136.24,33.84,-33.84,0,8706.0,286.3,-286.3,0,4.304553584840654,0.16460809853794883,-0.16460809853794883,0,1.4113421853774357,0.0740639963527715,-0.0740639963527715,0
109.640338,-9.70194,-0.555,0.04,-0.04,0.0,0.366,0.035,-0.035,0.0,2459226.630661,0.006235,-0.006235,0,2.935886,2.95e-05,-2.95e-05,0,2.93,1.019,-1.019,0,5900.0,43.4254,-43.4254,0,14.3093,1.379436464048041,-1.379436464048041,0,1215.74,1645.0,13.4518,0.011,-0.011,0,1150.7,33.855,-33.855,0,5896.0,122.0,-122.0,0,3.97,0.16460809853794883,-0.16460809853794883,0,1.77,0.0740639963527715,-0.0740639963527715,0
100.424632,21.056692,2.805,0.059,-0.059,0.0,-4.848,0.052,-0.052,0.0,2459549.135055,0.005866,-0.005866,0,6.0614403,0.0006945,-0.0006945,0,3.601,0.441,-0.441,0,4760.0,9.98273,-9.98273,0,10.0397,0.775661,-0.775661,0,440.51,1276.0,12.9624,0.01,-0.01,0,946.417,28.2775,-28.2775,0,6507.7,141.9,-141.9,0,4.25,0.1,-0.1,0,1.43,0.08,-0.08,0
298.287708,-46.369991,11.24,0.091,-0.091,0.0,6.895,0.074,-0.074,0.0,2459036.495091,0.000802,-0.000802,0,0.7724825,6.8e-06,-6.8e-06,0,1.3744974,0.1910592,-0.1910592,0,211.3168519,14.352041,-14.352041,0,4.1624907,0.5104,-0.5104,0,60276.5000547,3996.2877922,8.0465,0.006,-0.006,0,237.593,4.3795,-4.3795,0,8271.0,143.9,-143.9,0,3.95,0.07,-0.07,0,2.5027299,0.0856759,-0.0856759,0
327.617657,-46.295257,15.056,3.328,-3.328,0.0,-1.793,3.329,-3.329,0.0,2459063.37533,0.000734,-0.000734,0,3.1856867,4.2e-06,-4.2e-06,0,3.1050115,0.0933981,-0.0933981,0,7776.6827786,182.8755,-182.8755,0,10.042358339571056,1.379436464048041,-1.379436464048041,0,556.4403323,1238.7235661,12.526,0.006,-0.006,0,490.314,20.790227947403686,-20.790227947403686,0,5590.5,5635.3,-5635.3,0,4.4,0.16460809853794883,-0.16460809853794883,0,1.4113421853774357,0.0740639963527715,-0.0740639963527715,0
263.543417,61.121472,3.627,0.041,-0.041,0.0,42.121,0.048,-0.048,0.0,2460556.667508,0.00193,-0.00193,0,2.5287981,4.1e-06,-4.1e-06,0,1.286,0.196,-0.196,0,387.0,19.3623,-19.3623,0,2.29951,0.130737,-0.130737,0,228.804,1083.0,10.3727,0.006,-0.006,0,191.957,0.7715,-0.7715,0,5740.2,119.6,-119.6,0,4.3,0.08,-0.08,0,1.19,0.06,-0.06,0
86.719534,-17.029089,46.751,0.045,-0.045,0.0,-26.129,0.056,-0.056,0.0,2459215.084143,0.006811,-0.006811,0,6.3951381,0.0001339,-0.0001339,0,4.047,0.782,-0.782,0,510.0,1.82401,-1.82401,0,2.10043,0.179951,-0.179951,0,323.891,1181.0,10.667,0.006,-0.006,0,173.764,0.913,-0.913,0,5563.0,123.6,-123.6,0,4.45,0.08,-0.08,0,0.98,0.05,-0.05,0
66.934984,33.086274,1.168,0.065,-0.065,0.0,-13.99,0.051,-0.051,0.0,2459500.690936,0.000547,-0.000547,0,3.4532143,4e-06,-4e-06,0,2.445241,0.0450716,-0.0450716,0,13153.3310188,197.62979,-197.62979,0,16.9569136,0.854775,-0.854775,0,958.8135146,1419.2316453,12.4261,0.008,-0.008,0,513.756,9.618,-9.618,0,6028.0,131.193,-131.193,0,4.2444,0.0795407,-0.0795407,0,1.3226399,0.0649296,-0.0649296,0
250.907053,36.141365,-6.37,0.031,-0.031,0.0,-2.523,0.043,-0.043,0.0,2459003.614842,0.004028,-0.004028,0,4.3965758,0.0007443,-0.0007443,0,2.827,0.326,-0.326,0,6250.0,8.69091,-8.69091,0,9.71601,0.618219,-0.618219,0,350.289,1205.0,12.5834,0.008,-0.008,0,587.551,7.7445,-7.7445,0,5957.0,131.6,-131.6,0,4.3,0.08,-0.08,0,1.23,0.06,-0.06,0
291.373783,-60.941042,15.517,0.051,-0.051,0.0,-8.387,0.05,-0.05,0.0,2460131.889805,0.006762,-0.006762,0,11.4756978,8.85e-05,-8.85e-05,0,0.808,0.521,-0.521,0,8341.0,2131.75,-2131.75,0,14.1098,4.18181,-4.18181,0,11.4585,512.0,9.3871,0.006,-0.006,0,312.461,4.28,-4.28,0,7262.0,134.8,-134.8,0,4.0,0.08,-0.08,0,2.13,0.08,-0.08,0
134.581948,-22.700934,-4.271,0.034,-0.034,0.0,3.613,0.024,-0.024,0.0,2460012.251052,0.003684,-0.003684,0,7.842208,3.71e-05,-3.71e-05,0,4.914,1.098,-1.098,0,7095.0,459.6,-459.6,0,12.3266,1.379436464048041,-1.379436464048041,0,527.439,1335.0,13.1011,0.007,-0.007,0,965.524,18.3345,-18.3345,0,6428.0,122.0,-122.0,0,4.18,0.16460809853794883,-0.16460809853794883,0,1.53,0.0740639963527715,-0.0740639963527715,0
96.000589,14.012921,-1.903,0.048,-0.048,0.0,-2.825,0.041,-0.041,0.0,2459544.58483,0.000923,-0.000923,0,5.3054422,1.55e-05,-1.55e-05,0,3.785,0.108,-0.108,0,18200.0,3.48618,-3.48618,0,17.4742,1.379436464048041,-1.379436464048041,0,510.647,1324.0,13.0454,0.015,-0.015,0,796.776,16.7305,-16.7305,0,6473.0,122.0,-122.0,0,4.35,0.16460809853794883,-0.16460809853794883,0,1.27,0.0740639963527715,-0.0740639963527715,0
288.951272,-56.354296,13.055,0.055,-0.055,0.0,-12.001,0.045,-0.045,0.0,2459055.629482,0.00087,-0.00087,0,3.502221,1.07e-05,-1.07e-05,0,2.911,0.122,-0.122,0,13290.0,4.23056,-4.23056,0,14.1347,0.772629,-0.772629,0,533.699,1339.0,12.4005,0.006,-0.006,0,527.005,11.188,-11.188,0,5983.0,126.1,-126.1,0,4.31,0.08,-0.08,0,1.21,0.06,-0.06,0
151.707956,-29.966743,-73.111,0.066,-0.066,0.0,-111.819,0.064,-0.064,0.0,2458548.668852,0.004239,-0.004239,0,742.8561164,0.0060448,-0.0060448,0,5.6483285,0.7389376,-0.7389376,0,415.3404179,43.82107,-43.82107,0,2.2756143,1.3284355,-1.3284355,0,0.4671053,210.8499272,8.6282,0.006,-0.006,0,83.9132,0.241,-0.241,0,5816.0,116.194,-116.194,0,4.37494,0.0723557,-0.0723557,0,1.10194,0.0502312,-0.0502312,0
109.132322,-44.168203,-7.399,0.044,-0.044,0.0,18.382,0.047,-0.047,0.0,2459966.08383,0.003314,-0.003314,0,7.8373997,4.63e-05,-4.63e-05,0,3.273,0.372,-0.372,0,2880.0,3.44961,-3.44961,0,7.62042,0.448041,-0.448041,0,254.905,1113.0,12.1348,0.006,-0.006,0,646.997,10.6205,-10.6205,0,6715.0,139.4,-139.4,0,4.28,0.09,-0.09,0,1.43,0.06,-0.06,0
129.689446,23.685265,-47.303,0.065,-0.065,0.0,-148.778,0.046,-0.046,0.0,2459547.722323,0.001391,-0.001391,0,15.6113633,0.0011265,-0.0011265,0,3.2002615,0.1838049,-0.1838049,0,520.4897607,34.02321,-34.02321,0,2.9033347,0.5247555,-0.5247555,0,111.9728668,829.6557911,6.3687,0.006,-0.006,0,35.26,0.05255,-0.05255,0,6061.77,141.954,-141.954,0,4.31439,0.0884508,-0.0884508,0,1.22568,0.0643367,-0.0643367,0
295.382219,57.325664,1.219,0.041,-0.041,0.0,0.463,0.034,-0.034,0.0,2459797.900124,0.00333,-0.00333,0,2.1863095,1.98e-05,-1.98e-05,0,3.9576915,0.1551211,-0.1551211,0,2983.5525823,112.34668,-112.34668,0,10.9791817,0.6909835,-0.6909835,0,4908.3013736,2134.7771952,12.6557,0.007,-0.007,0,1152.5,26.175,-26.175,0,6728.0,125.0,-125.0,0,4.03,0.08,-0.08,0,1.92153,0.0863015,-0.0863015,0
346.125597,45.324754,5.226,0.025,-0.025,0.0,-2.883,0.028,-0.028,0.0,2459879.842983,0.001286,-0.001286,0,3.2337884,5.9e-06,-5.9e-06,0,2.102,0.204,-0.204,0,9188.0,404.295,-404.295,0,15.3732,0.858438,-0.858438,0,366.758,1219.0,12.6627,0.007,-0.007,0,749.393,11.4235,-11.4235,0,6065.0,125.9,-125.9,0,4.06,0.08,-0.08,0,1.64,0.08,-0.08,0
179.594619,11.7317,-64.187,0.095,-0.095,0.0,-42.585,0.084,-0.084,0.0,2459559.909482,0.006678,-0.006678,0,9.6569059,0.0002016,-0.0002016,0,4.278,0.716,-0.716,0,800.0,2.65548,-2.65548,0,2.91617,0.248258,-0.248258,0,162.76,995.0,10.6421,0.006,-0.006,0,190.774,2.796,-2.796,0,5729.1,142.4,-142.4,0,4.41,0.08,-0.08,0,1.04,0.06,-0.06,0
313.261454,-38.594923,-5.023,0.069,-0.069,0.0,-10.868,0.059,-0.059,0.0,2458329.36085,0.00093,-0.00093,0,6.74657,1e-05,-1e-05,0,1.803,0.19,-0.19,0,2970.0,2.71583,-2.71583,0,16.2785,0.919926,-0.919926,0,80.0277,833.0,10.0704,0.006,-0.006,0,402.734,8.073,-8.073,0,5910.7,162.8,-162.8,0,3.59,0.54,-0.54,0,2.57,0.13,-0.13,0
72.096663,62.06265,5.903,0.038,-0.038,0.0,3.416,0.039,-0.039,0.0,2459911.708915,0.001916,-0.001916,0,3.413702,0.0004531,-0.0004531,0,2.9160091,0.1562006,-0.1562006,0,15800.4739836,622.77765,-622.77765,0,12.9118144,0.6255599,-0.6255599,0,530.104856,1223.7992852,13.7471,0.029,-0.029,0,653.446,14.927,-14.927,0,5845.0,122.0,-122.0,0,4.44554,0.16460809853794883,-0.16460809853794883,0,1.01592,0.0740639963527715,-0.0740639963527715,0
192.184898,64.855276,0.937,0.039,-0.039,0.0,-10.171,0.034,-0.034,0.0,2459612.447691,0.001448,-0.001448,0,12.5187279,3.16e-05,-3.16e-05,0,5.38,0.2,-0.2,0,2320.0,4.46525,-4.46525,0,5.58857,0.357814,-0.357814,0,626.362,1393.0,8.9361,0.006,-0.006,0,84.5362,0.158,-0.158,0,5729.0,131.1,-131.1,0,4.47,0.08,-0.08,0,0.98,0.05,-0.05,0
56.174949,-65.198339,-24.797,0.039,-0.039,0.0,178.787,0.048,-0.048,0.0,2458326.81595,0.000934,-0.000934,0,3.568141,6.2e-06,-6.2e-06,0,1.4556337,0.1540196,-0.1540196,0,906.9993541,61.14857,-61.14857,0,2.0483578,0.2698408,-0.2698408,0,49.3636227,676.0386184,11.8371,0.006,-0.006,0,84.4039,0.17925,-0.17925,0,4015.0,170.0,-170.0,0,4.61505,0.235853,-0.235853,0,0.577735,0.0594221,-0.0594221,0
85.08377,-60.917584,-5.323,0.029,-0.029,0.0,26.231,0.027,-0.027,0.0,2460150.015347,0.005175,-0.005175,0,42.7305626,0.0001799,-0.0001799,0,5.591,1.056,-1.056,0,2711.0,153.955,-153.955,0,4.03815,0.279526,-0.279526,0,10.2931,499.0,12.5687,0.006,-0.006,0,308.178,1.2715,-1.2715,0,5247.0,128.6,-128.6,0,4.56,0.08,-0.08,0,0.83,0.05,-0.05,0
229.00618,62.718259,-9.674,0.103,-0.103,0.0,-20.267,0.116,-0.116,0.0,2459690.596819,0.00012,-0.00012,0,2.0685871,1e-06,-1e-06,0,0.598,0.3846064588154481,-0.3846064588154481,0,38060.0,1.17599,-1.17599,0,12.5176,0.383319,-0.383319,0,6.13725,438.0,14.5982,0.007,-0.007,0,97.0798,0.5954,-0.5954,0,3162.0,157.0,-157.0,0,4.92,0.16460809853794883,-0.16460809853794883,0,0.31,0.01,-0.01,0
332.453393,22.566069,12.244,0.065,-0.065,0.0,-28.526,0.056,-0.056,0.0,2459852.026484,0.002445,-0.002445,0,1.8859353,0.0003069,-0.0003069,0,1.373,0.217,-0.217,0,2197.0,151.1,-151.1,0,7.26339,0.490599,-0.490599,0,721.952,1444.0,11.2223,0.008,-0.008,0,471.571,8.5105,-8.5105,0,6556.9,141.4,-141.4,0,4.18,0.1,-0.1,0,1.57,0.08,-0.08,0
336.730483,49.149727,-23.457,0.048,-0.048,0.0,-50.335,0.043,-0.043,0.0,2460565.253325,0.001617,-0.001617,0,5.3590843,1.08e-05,-1.08e-05,0,2.477,0.6,-0.6,0,3018.0,133.48,-133.48,0,4.36817,0.332406,-0.332406,0,101.96,885.0,11.0011,0.006,-0.006,0,126.595,0.4485,-0.4485,0,4845.0,133.5,-133.5,0,4.52,0.09,-0.09,0,0.81,0.06,-0.06,0
130.223468,-19.851233,-2.514,0.116,-0.116,0.0,0.986,0.11,-0.11,0.0,2459277.023695,0.001539,-0.001539,0,1.8592079,6.3e-06,-6.3e-06,0,2.212,0.151,-0.151,0,3150.0,2.26688,-2.26688,0,16.4056,2.18195,-2.18195,0,2679.45,2004.0,12.2146,0.007,-0.007,0,1520.39,191.71,-191.71,0,7257.0,135.8,-135.8,0,3.75,0.14,-0.14,0,2.82,0.37,-0.37,0
287.542561,42.667453,-8.635,0.035,-0.035,0.0,-24.575,0.038,-0.038,0.0,2459797.53357,0.002029,-0.002029,0,21.0685273,0.0001195,-0.0001195,0,3.007,0.312,-0.312,0,15800.0,917.491,-917.491,0,13.6234,1.379436464048041,-1.379436464048041,0,10.5716,502.0,13.3872,0.006,-0.006,0,609.717,7.0905,-7.0905,0,5403.0,122.0,-122.0,0,4.36,0.16460809853794883,-0.16460809853794883,0,1.06,0.0740639963527715,-0.0740639963527715,0
274.416666,23.917679,15.464,0.029,-0.029,0.0,-17.322,0.046,-0.046,0.0,2459011.05035,0.00358,-0.00358,0,0.67554,0.00016,-0.00016,0,0.922,0.174,-0.174,0,680.0,468.16,-468.16,0,15.6973,1.379436464048041,-1.379436464048041,0,7493.17,2591.0,9.87437,0.006,-0.006,0,253.011,1.8815,-1.8815,0,4872.0,122.0,-122.0,0,4.304553584840654,0.16460809853794883,-0.16460809853794883,0,2.74,0.0740639963527715,-0.0740639963527715,0
114.050732,-48.063487,-1.2,2.1,-2.1,0.0,5.2,2.0,-2.0,0.0,2460011.60482,0.002093,-0.002093,0,1.8080364,3.9e-06,-3.9e-06,0,2.892,0.581,-0.581,0,1264.0,1065.6,-1065.6,0,10.042358339571056,1.379436464048041,-1.379436464048041,0,12760.9,2960.0,10.1853,0.006,-0.006,0,490.4271489148137,20.790227947403686,-20.790227947403686,0,5354.5,17.2,-17.2,0,4.304553584840654,0.16460809853794883,-0.16460809853794883,0,1.4113421853774357,0.0740639963527715,-0.0740639963527715,0
79.323673,-59.068391,11.998,0.046,-0.046,0.0,37.044,0.046,-0.046,0.0,2459362.14905,0.004919,-0.004919,0,15.6600896,0.0001737,-0.0001737,0,4.785,0.583,-0.583,0,400.0,0.726227,-0.726227,0,2.14305,0.143654,-0.143654,0,110.915,904.0,10.8204,0.006,-0.006,0,261.681,1.532,-1.532,0,6257.0,134.1,-134.1,0,4.42,0.08,-0.08,0,1.13,0.05,-0.05,0
137.948702,-60.624704,-4.962,0.066,-0.066,0.0,5.184,0.063,-0.063,0.0,2459332.074941,0.001334,-0.001334,0,3.365343,8.7e-06,-8.7e-06,0,3.352,0.129,-0.129,0,7700.0,1.80776,-1.80776,0,16.7174,1.07963,-1.07963,0,5266.4,2373.0,12.9119,0.006,-0.006,0,1705.62,103.365,-103.365,0,9582.0,187.8,-187.8,0,4.3,0.08,-0.08,0,1.83,0.11,-0.11,0
123.39505,68.57459,-44.62,0.031,-0.031,0.0,-50.059,0.043,-0.043,0.0,2458843.596098,0.001094,-0.001094,0,5.4911302,1.3e-05,-1.3e-05,0,1.9062098,0.2808393,-0.2808393,0,448.451647,32.36731,-32.36731,0,2.430675,1.2403625,-1.2403625,0,337.3312542,1093.0345624,9.16067,0.006,-0.006,0,108.848,0.3585,-0.3585,0,5874.0,119.318,-119.318,0,4.37711,0.075839,-0.075839,0,1.10649,0.0514447,-0.0514447,0
164.676291,-35.341072,-94.99,0.038,-0.038,0.0,13.069,0.047,-0.047,0.0,2460031.360183,0.003288,-0.003288,0,5.332805,2.84e-05,-2.84e-05,0,2.142,0.911,-0.911,0,1795.0,217.842,-217.842,0,2.92256,0.347358,-0.347358,0,56.7571,764.0,11.213,0.006,-0.006,0,86.8636,0.29595,-0.29595,0,4189.0,123.7,-123.7,0,4.57,0.11,-0.11,0,0.7,0.06,-0.06,0
332.035863,19.506473,-14.869,0.061,-0.061,0.0,-11.683,0.053,-0.053,0.0,2459849.631231,0.002493,-0.002493,0,8.3753156,0.0011839,-0.0011839,0,2.687,1.19,-1.19,0,3994.0,721.147,-721.147,0,11.1765,1.35114,-1.35114,0,251.431,1109.0,11.351,0.007,-0.007,0,501.221,8.3505,-8.3505,0,6134.6,142.5,-142.5,0,4.01,0.09,-0.09,0,1.76,0.1,-0.1,0
164.296604,-27.523698,6.936,0.04,-0.04,0.0,-15.64,0.038,-0.038,0.0,2458551.974298,9e-06,-9e-06,0,1484.1934287,1.1e-06,-1.1e-06,0,3.05,0.003,-0.003,0,13469.0,210.262,-210.262,0,8.94439,1.379436464048041,-1.379436464048041,0,0.002443,61.0,13.2466,0.007,-0.007,0,449.808,6.3255,-6.3255,0,5602.0,122.0,-122.0,0,4.63,0.16460809853794883,-0.16460809853794883,0,0.8,0.0740639963527715,-0.0740639963527715,0
142.330001,-37.471567,-14.851,3.047,-3.047,0.0,22.151,3.048,-3.048,0.0,2459301.079391,0.001201,-0.001201,0,4.5991516,9.4e-06,-9.4e-06,0,3.113,0.098,-0.098,0,23020.0,8.46337,-8.46337,0,10.042358339571056,1.379436464048041,-1.379436464048041,0,195.841,1042.0,13.487,0.018,-0.018,0,1080.4,20.790227947403686,-20.790227947403686,0,5262.9,252.4,-252.4,0,4.304553584840654,0.16460809853794883,-0.16460809853794883,0,1.4113421853774357,0.0740639963527715,-0.0740639963527715,0
290.173976,73.195993,6.983,0.086,-0.086,0.0,-81.876,0.095,-0.095,0.0,2458691.531496,0.003782,-0.003782,0,11.062666,0.0004897,-0.0004897,0,2.0842156,0.3009407,-0.3009407,0,4957.8780942,704.5552,-704.5552,0,2.6437021,4.0930066,-4.0930066,0,1.7628857,293.8838939,12.4989,0.008,-0.008,0,30.5373,0.04315,-0.04315,0,3212.0,157.0,-157.0,0,4.98029,0.0125638,-0.0125638,0,0.254522,0.0077084,-0.0077084,0
47.381894,20.578164,12.02,0.06,-0.06,0.0,-12.714,0.047,-0.047,0.0,2460211.074094,0.002399,-0.002399,0,4.2460352,0.0004154,-0.0004154,0,4.4619131,0.1943777,-0.1943777,0,7633.4520662,265.35852,-265.35852,0,14.2200993,0.553478,-0.553478,0,959.8552062,1419.6169652,13.1765,0.009,-0.009,0,821.427,21.0565,-21.0565,0,5905.5,22.9,-22.9,0,4.08,0.16460809853794883,-0.16460809853794883,0,1.55863,0.0740639963527715,-0.0740639963527715,0
70.100556,81.077272,10.058,0.064,-0.064,0.0,-4.504,0.099,-0.099,0.0,2459015.247898,0.008684,-0.008684,0,9.8482192,0.0007348,-0.0007348,0,4.24,0.814,-0.814,0,1670.0,6.18557,-6.18557,0,13.8742,1.27637,-1.27637,0,206.691,1056.0,12.1158,0.007,-0.007,0,1283.53,58.315,-58.315,0,6126.0,126.4,-126.4,0,3.46,0.09,-0.09,0,3.31,0.21,-0.21,0
93.038442,-30.787931,1.634,0.036,-0.036,0.0,-12.717,0.046,-0.046,0.0,2459202.613025,0.001787,-0.001787,0,0.985586,0.000127,-0.000127,0,1.5285482,0.390312,-0.390312,0,1343.3387762,98.46513,-98.46513,0,5.2012051,2.97028,-2.97028,0,4763.4215785,2118.8465446,11.5606,0.006,-0.006,0,386.525,3.6245,-3.6245,0,5799.4,423.3,-423.3,0,4.11,0.41,-0.41,0,1.38013,0.0655829,-0.0655829,0
